S11,S12,S13,S21,S22,S23,S31,S32,S33,S44,S55,S66,BV/TV,m1,m2,m3
15691.823253322114,7042.8331140774935,9105.470336097245,7042.833114077493,15387.174284863018,8987.609184054701,9105.470336097236,8987.609184054703,25424.985443300513,10622.432825210166,10677.159485772354,8506.434347251237,0.8742,0.87194,0.8896,1.23846
16531.754550381615,7724.233294545779,9731.387333341345,7724.23329454578,16690.782805859188,9793.862791517202,9731.38733334135,9793.8627915172,26345.85200921893,11025.923601628494,10971.996202793836,8871.31280057596,0.8859,0.86609,0.87937,1.25453
13561.91318635473,5685.16263849303,7722.412926067991,5685.162638493031,12903.14203638633,7482.359596964426,7722.412926067989,7482.359596964428,23274.74793922069,9670.008265079692,9882.448446343622,7555.886582637772,0.8336,0.84392,0.8581,1.29798
13358.74890987189,5935.702714080121,7728.486923039774,5935.702714080125,13874.752732548399,7942.256383434057,7728.486923039771,7942.256383434058,23343.30109684173,9908.077526420891,9651.62304039392,7643.024718253288,0.8257,0.8176,0.86352,1.31887
13008.584818686748,5719.442372626685,7504.249838775639,5719.442372626682,13621.45561131156,7747.67722328045,7504.2498387756405,7747.677223280448,23078.591519205842,9804.462763577294,9552.90519373583,7522.3860273124665,0.8264,0.80916,0.91405,1.27679
14200.093358115168,6748.350067027365,8422.886870269276,6748.350067027368,15995.960393321135,9128.12148501354,8422.886870269274,9128.121485013544,25028.987283922324,10791.602386668257,10138.139979486978,8272.554374752486,0.8668,0.79527,0.90541,1.29932
12869.614607531372,5860.598866634845,7530.1742033578075,5860.59886663484,14614.628347308355,8222.319225987243,7530.174203357807,8222.319225987247,23973.398879067252,10347.404595303226,9700.59014713538,7719.8063865241975,0.8532,0.77663,0.91277,1.31061
12578.756016875484,5508.634133593296,7255.538719245208,5508.634133593295,13396.143858817702,7571.729065501228,7255.538719245199,7571.729065501229,22982.26751045992,9761.724617476842,9468.09887007535,7456.04148775997,0.8268,0.82574,0.88169,1.29257
13305.148888627267,6061.471171652387,7789.458592693457,6061.4711716523825,14543.119311319539,8249.57183959273,7789.458592693451,8249.57183959272,23892.474251832748,10235.489653169701,9826.611556501162,7861.5760645051305,0.8475,0.81815,0.91562,1.26622
11616.587330784092,5343.821957285363,6807.633203211731,5343.821957285365,13919.097980113429,7662.409069014799,6807.63320321173,7662.409069014798,22399.384616731495,9880.794419472499,8935.168618708669,7257.209630241044,0.8119,0.79285,0.95052,1.25664
14812.622339078476,6916.149100103509,8727.037020908578,6916.149100103512,15853.468980117976,9138.6739909816,8727.037020908578,9138.67399098161,25196.61620741471,10706.538543338778,10338.882855314105,8334.4811005212,0.8656,0.82743,0.89131,1.28126
17039.396507950856,8200.491521003596,10074.020191749225,8200.491521003605,17689.591241420378,10321.127052892754,10074.02019174923,10321.127052892747,26623.463965418578,11306.137151483626,11097.986989665671,9119.052106224524,0.8933,0.85925,0.89712,1.24362
17041.668727551645,8024.777142630776,9992.740133190684,8024.777142630771,17033.955908140684,9983.03682892809,9992.740133190686,9983.036828928092,26260.861126802534,11042.047764556357,11087.732619778228,9018.119873938918,0.8855,0.84594,0.92264,1.23142
17199.1274899644,8410.839248909433,10207.079566842654,8410.839248909435,18189.78152087295,10592.899168782234,10207.07956684266,10592.899168782236,26866.274135328138,11479.191917167826,11108.796092356588,9212.599176536542,0.8986,0.84988,0.96144,1.18868
19443.362459812277,9644.150846699995,11653.69720328674,9644.150846699988,19673.147545191216,11734.497155405888,11653.697203286752,11734.497155405896,28681.997294583438,12009.702870186551,11930.37139487998,9904.790054069133,0.9248,0.87049,0.92321,1.2063
16095.117144900427,7630.430022958306,9472.208553052864,7630.43002295831,16745.339622886248,9726.056514449268,9472.208553052878,9726.056514449278,25823.6583470982,10981.547951364688,10786.760978166505,8794.02696663451,0.8794,0.84358,0.90362,1.2528
19166.570289852236,9343.454761966872,11397.814001765928,9343.454761966877,19006.758426380533,11339.814593263005,11397.814001765943,11339.814593263009,28225.457029997677,11758.546364285934,11849.381074853289,9765.804027632106,0.9182,0.88035,0.91949,1.20016
18990.569111554974,9400.02843917413,11360.444385560426,9400.028439174132,19403.51585537825,11522.843200319261,11360.444385560433,11522.843200319254,28375.602159453003,11936.559008859047,11775.750072878598,9806.93011493531,0.9224,0.88588,0.93016,1.18396
17548.184322904443,8583.908669395798,10534.939291936293,8583.908669395794,18365.77564263275,10838.629363721866,10534.93929193629,10838.629363721864,27755.938227082086,11674.669162965718,11411.578756896306,9426.286851429673,0.9155,0.81414,0.94127,1.24458
18377.5933459925,9087.016073006436,11126.25039136423,9087.016073006434,19087.287231012797,11386.553157321334,11126.250391364241,11386.553157321336,28674.305136200048,11936.192310911436,11702.550323173617,9622.630254407579,0.928,0.80187,0.92357,1.27455
18400.81834632932,8960.236423298213,11021.227623568073,8960.236423298218,18730.178496731438,11132.172626189687,11021.227623568078,11132.172626189695,28240.24900437708,11783.38474162297,11664.434980589913,9555.72538563027,0.9239,0.82677,0.91152,1.26171
18201.06320155393,8840.620450023713,10893.271298411715,8840.620450023709,18451.140520305158,10995.467815790631,10893.271298411717,10995.467815790633,28115.502958456917,11715.463886839323,11637.401815283914,9527.045684331859,0.9231,0.85646,0.89343,1.25011
17892.296772137437,8683.927264188716,10727.847775774473,8683.927264188713,18352.585563352317,10884.777995406883,10727.847775774479,10884.777995406881,27933.144086928853,11673.102779286006,11511.266278279032,9412.901277387049,0.9171,0.80702,0.91898,1.274
17755.946179126862,8731.375487108166,10722.26463042495,8731.375487108158,18690.98788916784,11072.042648820796,10722.264630424952,11072.042648820798,28244.019150546497,11831.630762901164,11513.77080590554,9488.092015380236,0.9229,0.78628,0.97188,1.24184
18711.876683670103,9241.218632719767,11271.924994723322,9241.218632719767,19277.18626744143,11474.461817330537,11271.924994723322,11474.461817330537,28617.253256380176,11971.545777198724,11803.222621516,9725.077927486025,0.9292,0.83614,0.91808,1.24577
19576.207788766256,9792.84670829177,11850.733490093538,9792.846708291776,20023.45243806128,12005.924855213394,11850.733490093551,12005.924855213398,29347.013436685116,12204.835446061134,12082.672454208294,10021.343600730186,0.9389,0.84722,0.89161,1.26117
17987.28620460262,8939.91001858495,10648.39583401048,8939.910018584946,19261.27325465078,11117.477256223094,10648.39583401049,11117.477256223101,27263.871771754006,11857.79507280334,11374.247288037648,9645.728070813164,0.912,0.82121,0.91029,1.26849
17727.018857861225,8643.50928668202,10431.857637590054,8643.509286682012,18542.632551722298,10736.902559510405,10431.857637590048,10736.902559510398,26928.338426201743,11615.873143347098,11310.307754370158,9457.271184812307,0.9073,0.83061,0.90153,1.26787
16820.959469029516,7944.0011626352625,9785.282552207957,7944.001162635264,17121.07646928537,9904.495587147332,9785.282552207962,9904.495587147348,25858.22503497471,11061.17065191808,10974.242275552233,9052.078012451077,0.8836,0.84699,0.92353,1.22948
16228.156787422547,7782.286055329648,9603.436265604372,7782.286055329648,17423.160476300945,10068.417817807504,9603.436265604367,10068.41781780751,26412.3189112972,11283.678069255404,10876.324063500348,8960.48944546105,0.8925,0.84542,0.93305,1.22153
17923.306171546963,8486.168846982415,10507.713866770853,8486.16884698242,17789.903069029777,10449.31960273632,10507.713866770857,10449.319602736316,26934.353128284296,11339.93715304934,11422.051485576674,9332.55158130554,0.9015,0.83222,0.8932,1.27458
17348.704442132563,8546.175383516931,10302.790895400709,8546.175383516938,18557.037464231533,10769.388888896334,10302.790895400714,10769.388888896323,27149.861981381633,11665.60180713302,11209.159391864228,9413.719553919134,0.9081,0.83286,0.8861,1.28105
15803.055248111341,7561.24197821922,9351.188478850994,7561.241978219219,16964.386546948524,9802.694372702312,9351.18847885099,9802.694372702299,26023.577799591687,11145.607589942838,10748.441928618031,8798.596681928495,0.8864,0.80812,0.94693,1.24495
16036.892265996772,7319.65315632079,9296.07947224161,7319.653156320786,16171.782247512641,9361.892573525962,9296.079472241609,9361.892573525967,25624.275904786984,10817.992947382858,10821.808835826194,8692.809729126691,0.8814,0.83336,0.88879,1.27785
15783.37645991963,7000.508071594157,9096.807391801041,7000.5080715941585,15428.62665160086,8966.973648769592,9096.807391801038,8966.97364876958,25521.11398452335,10723.014801417758,10857.352080806695,8601.007314812801,0.888,0.8338,0.89356,1.27263
17060.32290227735,8043.757725381975,10036.12520458073,8043.757725381976,17288.026164792973,10122.664848193,10036.125204580727,10122.664848192997,26840.42827375061,11310.205208554085,11247.589728130866,9172.332590076217,0.9077,0.84094,0.87081,1.28825
17577.964796142376,8392.560256217159,10466.649162561462,8392.560256217157,17816.16311389596,10546.42737916339,10466.649162561456,10546.427379163391,27579.266931075337,11491.081476222067,11423.542438617205,9308.015699231004,0.9124,0.83655,0.87249,1.29096
18436.33388895215,8863.084854080598,10991.282004980956,8863.084854080598,18486.87638353497,10987.538018652192,10991.282004980969,10987.538018652182,28161.667106916186,11725.661788822772,11702.289623759872,9561.666715380821,0.9252,0.82635,0.8808,1.29285
19697.35788738353,9832.295228345729,11877.795610997535,9832.295228345729,20108.173799675176,12012.81383264512,11877.79561099753,12012.813832645124,29321.06843104041,12256.994163336669,12081.628415639258,10088.331962397757,0.9425,0.81881,0.88835,1.29284
19155.61603341125,9403.015641247437,11480.585349931043,9403.01564124744,19501.03916251752,11587.357989916482,11480.58534993104,11587.35798991648,28783.48463260076,12078.870170002836,11922.564900819103,9864.82890083106,0.9367,0.78643,0.90321,1.31036
19007.922859150895,9377.390061299044,11388.426803760613,9377.39006129905,19487.364851489438,11543.347545184062,11388.426803760613,11543.347545184059,28581.05998707813,12034.938654929265,11831.650059185613,9845.886188305609,0.9324,0.81742,0.89444,1.28814
19826.099101751875,9874.057292873544,11946.23462031933,9874.057292873547,20123.887889773876,12031.632163752849,11946.23462031933,12031.632163752844,29336.486771265467,12267.34302456961,12117.384176794347,10109.049266477787,0.9418,0.80578,0.91879,1.27544
17529.305092381896,8367.186127873467,10360.300585207831,8367.186127873476,17679.78336050481,10410.36995236752,10360.300585207828,10410.36995236751,26997.914116662527,11335.910980814107,11330.030542545031,9267.667496159607,0.8997,0.85359,0.89807,1.24834
18967.240369900686,9183.726942126881,11283.67138482013,9183.726942126877,18733.28753360142,11197.611447546604,11283.67138482013,11197.611447546615,28200.544703065498,11703.08577551695,11815.49521759645,9687.29316314606,0.9163,0.86845,0.88491,1.24664
18549.283096610714,9038.051228113367,11019.371457667432,9038.051228113365,18695.972551985396,11074.397061573793,11019.371457667427,11074.397061573787,27808.223383325505,11690.67075594428,11636.742776024937,9632.002663767478,0.9134,0.86507,0.89038,1.24454
17513.830606885083,8540.067926563881,10399.797434579508,8540.067926563883,18351.823413877795,10723.984390446121,10399.797434579508,10723.98439044612,27159.908952942696,11586.452039383666,11299.742995008311,9370.894244687197,0.9057,0.85485,0.92097,1.22418
17244.113862858365,8311.19049162972,10175.226192663053,8311.19049162972,17865.336535694856,10411.201314774595,10175.22619266306,10411.201314774597,26685.29043121002,11401.89613530456,11157.975955940845,9267.780993868399,0.8957,0.85072,0.90226,1.24702
19142.660047588146,9304.925944075838,11354.120617158756,9304.925944075841,18981.52055767176,11295.462983778572,11354.120617158762,11295.46298377858,28163.215312764252,11771.718908017248,11868.25351803213,9802.02377568487,0.9197,0.84113,0.88398,1.27489
19533.861871817422,9675.06302912469,11622.171005609604,9675.063029124698,19818.59368217983,11722.67508650051,11622.171005609593,11722.675086500514,28473.154285532797,12043.395746517042,11917.564440086215,9994.951093241905,0.9268,0.8485,0.91703,1.23447
17249.073564545703,8450.657381864981,10302.41749006697,8450.657381864981,18352.664560143083,10722.798060915282,10302.41749006697,10722.798060915282,27258.99153548659,11605.13834027543,11259.349736275062,9326.424185447215,0.9057,0.85482,0.9166,1.22858
16154.49943201831,7778.580387455797,9587.244873081132,7778.5803874558005,17284.25506791522,10013.526275192788,9587.244873081132,10013.526275192786,26290.26630428727,11259.147071378045,10846.602390067013,8930.463161114914,0.8926,0.796,0.92932,1.27468
17026.98590052395,8251.479063358995,10162.71083776332,8251.47906335899,17997.27839188795,10517.439188652686,10162.710837763327,10517.439188652683,27175.752502291827,11542.595189051004,11235.865829598537,9252.1444927832,0.9078,0.82048,0.95476,1.22476
15477.564294402138,7359.984085235587,9178.445847335593,7359.984085235588,16741.436754642637,9643.244240696755,9178.445847335597,9643.244240696753,25857.5138506403,11035.948642063597,10581.8410161726,8613.07188781926,0.8834,0.78578,0.93052,1.2837
15963.01902589353,7153.670876003065,9243.396823369083,7153.670876003072,15536.23289815763,9072.36736846525,9243.396823369076,9072.367368465251,25313.514066483236,10619.520257671938,10727.796003543808,8508.166602581832,0.8713,0.79538,0.88512,1.3195
14650.847163063607,6485.97506751476,8414.0487857748,6485.97506751476,14595.56741218413,8403.751272690042,8414.048785774792,8403.751272690044,24143.261508553638,10329.173746353294,10250.641549133674,8110.441519258843,0.8561,0.79896,0.85592,1.34512
16060.28786403998,7353.726106250575,9407.091319669518,7353.726106250574,16118.580674473204,9411.076486846077,9407.091319669516,9411.076486846072,25855.14757953785,10851.745610092776,10860.579418349109,8633.480217378437,0.8824,0.79512,0.93471,1.27017
15467.20302779521,7106.331147298023,9004.871387184972,7106.331147298025,15648.38210874976,9064.366531894839,9004.871387184969,9064.366531894835,24996.540237519504,10624.513936665386,10585.490921557475,8523.267681067398,0.8714,0.85712,0.88358,1.2593
14941.365915870861,6987.92555098504,8802.332662572795,6987.925550985038,15930.115802188939,9190.054424135833,8802.332662572797,9190.054424135831,25310.33607921456,10826.4934950599,10506.459258480785,8470.329697150648,0.8793,0.83426,0.91841,1.24733
16923.95430292896,8216.795836379257,10119.186814325352,8216.795836379259,17966.52307786116,10514.601604459023,10119.186814325358,10514.601604459023,27218.646233768795,11537.124042309435,11209.082615544381,9216.544301115367,0.9047,0.81906,0.95537,1.22558
17142.89824625369,8125.054027160018,10152.173513153257,8125.054027160021,17509.633265905017,10288.740934064866,10152.173513153251,10288.740934064874,26957.358104394767,11331.253319818845,11272.357281027575,9111.442719867959,0.8989,0.84544,0.90809,1.24647
17068.73765015229,8132.227922964059,10137.129961775718,8132.227922964056,17484.41304711739,10312.993989703918,10137.12996177573,10312.99398970391,27080.36376073509,11380.583104620175,11223.490025927264,9137.407566545422,0.8992,0.85285,0.90466,1.24249
16951.583053683375,8180.300003861406,10116.804953519102,8180.300003861407,17798.027697057587,10454.481756816256,10116.804953519108,10454.481756816254,27176.558260468944,11467.62999331377,11153.318443237386,9140.21945358274,0.9022,0.83144,0.9461,1.22246
17011.842807807636,8192.08405932318,10122.128441858578,8192.084059323191,17669.180128362834,10378.039066506934,10122.128441858582,10378.039066506939,27085.701994822182,11448.322481813424,11227.739576785658,9216.873464039798,0.905,0.88187,0.90978,1.20835
16883.803361804556,7978.823105062829,9974.018533026006,7978.823105062831,17184.445027139114,10099.175912130913,9974.01853302601,10099.175912130913,26710.293623594927,11233.118809656322,11134.954114769045,9072.186114561944,0.8953,0.85264,0.90494,1.24242
