S11,S12,S13,S21,S22,S23,S31,S32,S33,S44,S55,S66,BV/TV,m1,m2,m3
11225.617402065242,4656.946158362379,4750.938491778251,4656.94615836238,11579.827304036025,4841.343324263759,4750.938491778247,4841.3433242637575,12091.150606695952,6961.648343503645,6855.981529558794,6726.307239883951,0.9292,0.83614,0.91808,1.24577
11676.564649345486,4900.361281027163,4967.726916169843,4900.361281027163,11950.605352608192,5036.55367641691,4967.726916169848,5036.553676416905,12383.290481253074,7101.260470380874,7023.2271575155355,6924.463427198679,0.9389,0.84722,0.89161,1.26117
10800.32104309617,4445.708163139129,4550.971966106601,4445.708163139135,11249.151954182054,4681.170944620911,4550.971966106608,4681.170944620913,11857.423178713529,6830.910717423318,6688.075921662018,6557.917054510632,0.912,0.82121,0.91029,1.26849
10604.326627880984,4332.065858727888,4455.435879899398,4332.065858727889,10977.146219967166,4560.335727100612,4455.435879899395,4560.33572710061,11706.366782648118,6730.641515593514,6605.192430385979,6433.354377177943,0.9073,0.83061,0.90153,1.26787
10031.142854574691,4030.3575507356627,4174.2059667379635,4030.3575507356636,10359.527316142348,4264.636657731533,4174.205966737964,4264.636657731533,11218.887196363785,6463.851614096604,6338.99270410386,6180.736064451988,0.8836,0.84699,0.92353,1.22948
9781.403446106333,3967.4410253164324,4101.736867919683,3967.4410253164324,10555.294482228657,4321.799236715708,4101.736867919684,4321.7992367157085,11376.377918494363,6565.660898330039,6301.776158251569,6141.895582426745,0.8925,0.84542,0.93305,1.22153
10681.253372285451,4280.784568477643,4460.346018834434,4280.784568477646,10719.834270923462,4462.191645687137,4460.3460188344325,4462.191645687142,11597.14573385623,6618.10309561659,6609.719321016281,6389.551615710143,0.9015,0.83222,0.8932,1.27458
10483.28964424411,4314.071728052377,4408.652079520617,4314.071728052378,11002.70815323221,4564.479167866114,4408.652079520617,4564.479167866113,11714.233148377454,6736.632040162219,6563.539966502045,6438.971868147757,0.9081,0.83286,0.8861,1.28105
9564.59544736864,3878.043644863661,4010.011589378807,3878.043644863659,10297.382526370178,4217.847161016981,4010.0115893788084,4217.8471610169845,11203.530668402056,6476.160295522774,6229.3249975715635,6035.344620571512,0.8864,0.80812,0.94693,1.24495
9662.162906727652,3751.688633154273,3992.895819052458,3751.688633154275,9857.422862692001,4049.862993568208,3992.895819052459,4049.8629935682084,11114.234888951887,6309.28317594577,6253.399083397511,5937.855555629727,0.8814,0.83336,0.88879,1.27785
9532.695329352864,3589.558027510382,3914.011180938361,3589.5580275103807,9415.822818482067,3880.781573161381,3914.0111809383616,3880.7815731613828,11072.891471468276,6238.35077478245,6268.082293704778,5884.902769182841,0.888,0.8338,0.89356,1.27263
10304.039328057674,4093.3660413029575,4294.744543918336,4093.366041302956,10397.687919997119,4323.550621981911,4294.744543918337,4323.55062198191,11558.417284040179,6554.574937756606,6541.862578532662,6287.170407163818,0.9077,0.84094,0.87081,1.28825
10612.99626274065,4275.339909488598,4458.507132368914,4275.339909488599,10741.888273880488,4489.269925897487,4458.507132368909,4489.269925897488,11781.047531876657,6677.617066696548,6642.091371213998,6405.033056129762,0.9124,0.83655,0.87249,1.29096
11103.341265907458,4476.604425740382,4667.213395810567,4476.604425740382,11067.336730464007,4647.261061561982,4667.213395810566,4647.261061561982,12002.017938277455,6800.747848304687,6818.3508311327805,6582.376869696723,0.9252,0.82635,0.8808,1.29285
11776.666701273547,4898.887776245753,5005.245545468034,4898.887776245757,11872.176522649997,5025.139915650017,5005.245545468035,5025.139915650018,12466.774533969976,7101.595464058767,7066.192294763572,6939.218797476183,0.9425,0.81881,0.88835,1.29284
11504.08517300922,4702.018590463416,4856.900292167636,4702.018590463415,11566.544850838925,4865.554814319597,4856.900292167644,4865.554814319598,12248.318652760985,6992.142485385365,6967.883478769211,6791.2272611633825,0.9367,0.78643,0.90321,1.31036
11426.641402735147,4692.008803208896,4832.6551578889785,4692.008803208896,11507.117058366606,4846.057928044665,4832.6551578889785,4846.057928044663,12216.341430566796,6955.79178041134,6931.49651270418,6758.2133682879385,0.9324,0.81742,0.89444,1.28814
11872.489545365352,4912.694069718377,5033.904841661844,4912.694069718377,11858.60167266675,5020.3590715450255,5033.904841661835,5020.359071545022,12453.653316881733,7092.805163483118,7095.385835646142,6959.415481856353,0.9418,0.80578,0.91879,1.27544
10500.48385263906,4246.05998794907,4397.5912478307955,4246.059987949067,10695.092134931863,4446.125359566613,4397.591247830795,4446.125359566612,11550.768334558217,6610.068712324742,6553.045891476716,6373.187228731001,0.8997,0.85359,0.89807,1.24834
11309.586927602682,4621.608311004458,4748.528044915666,4621.608311004457,11261.415893427433,4735.970373586781,4748.528044915668,4735.970373586783,11967.3605122756,6825.109430919496,6847.303859665917,6680.373249745784,0.9163,0.86845,0.88491,1.24664
11102.49788043415,4547.278409340796,4664.339138763154,4547.278409340798,11165.034524642606,4682.598450420676,4664.33913876315,4682.598450420674,11873.851456487782,6791.012019943467,6767.772221307116,6619.7255182180115,0.9134,0.86507,0.89038,1.24454
10524.68730840404,4313.270793952675,4426.412699549767,4313.270793952677,11000.512694890525,4559.52651716961,4426.412699549769,4559.526517169612,11639.945401576437,6725.155298990863,6570.352465625153,6434.925835954197,0.9057,0.85485,0.92097,1.22418
10409.800335360631,4208.890433925943,4352.456195433047,4208.890433925941,10680.011117519003,4427.579691924968,4352.456195433044,4427.579691924967,11483.34665369698,6601.45951018727,6506.287077357589,6355.096157379992,0.8957,0.85072,0.90226,1.24702
11340.24918502204,4658.969909752872,4773.426059974951,4658.969909752869,11372.270215097597,4782.832868555687,4773.426059974952,4782.832868555689,12028.025549756218,6875.149420241328,6867.091755509251,6729.886974223425,0.9197,0.84113,0.88398,1.27489
11669.985912159345,4803.513924137557,4913.092607631262,4803.513924137558,11648.463443604764,4909.734337169298,4913.092607631253,4909.734337169297,12187.54822597983,6966.089358744861,6977.825740049307,6850.06461890142,0.9268,0.8485,0.91703,1.23447
10379.131312784873,4284.193875608682,4377.234965099035,4284.193875608679,11062.554045090803,4565.552120648976,4377.234965099032,4565.552120648978,11635.857550029321,6745.802756854095,6533.101059998893,6422.627806178437,0.9057,0.85482,0.9166,1.22858
9791.552126073488,3982.061976845093,4111.762409764177,3982.0619768450915,10458.286234283163,4294.468324826363,4111.762409764181,4294.468324826363,11294.364158376467,6534.915731494447,6297.905304931361,6137.641549010543,0.8926,0.796,0.92932,1.27468
10281.983866821793,4188.751105044334,4329.965151300668,4188.751105044335,10849.990707931216,4479.452515587662,4329.965151300663,4479.452515587662,11611.46240536726,6698.317896891226,6529.026314432278,6373.016052493638,0.9078,0.82048,0.95476,1.22476
9429.057421578123,3798.309144050053,3955.140408220542,3798.309144050053,10195.93123069105,4156.936907839436,3955.140408220544,4156.936907839438,11113.310275640137,6406.88516015769,6141.653623335871,5919.161633801096,0.8834,0.78578,0.93052,1.2837
9733.84994042201,3682.3808796389044,3994.4616035435934,3682.3808796389044,9424.184270944314,3906.3218825049216,3994.4616035435884,3906.321882504921,10931.6571204517,6146.784547635213,6239.111464165136,5834.272705713502,0.8713,0.79538,0.88512,1.3195
8961.681026652994,3354.8028120155527,3661.7053766871486,3354.802812015552,8878.996154470426,3644.922137593221,3661.7053766871472,3644.922137593219,10497.622278427556,5967.411896026077,5947.333001927887,5543.546668772794,0.8561,0.79896,0.85592,1.34512
9781.879749778813,3779.3268284339847,4044.5769543562938,3779.3268284339847,9810.534027493224,4045.7041571074697,4044.576954356291,4045.704157107472,11086.677643123947,6290.98219806723,6301.772164860272,5944.312738540424,0.8824,0.79512,0.93471,1.27017
9422.384827500888,3675.5192305660453,3896.46281123572,3675.519230566046,9527.10730698037,3920.277115099685,3896.462811235718,3920.2771150996837,10792.66933229314,6160.981229198039,6133.71783308807,5852.869268194865,0.8714,0.85712,0.88358,1.2593
9097.919373177012,3621.6208353078287,3804.3908677614386,3621.6208353078296,9737.810230187448,3983.7698216971435,3804.390867761438,3983.7698216971426,10923.671001903107,6286.303063798801,6073.78593369871,5809.194960284895,0.8793,0.83426,0.91841,1.24733
10224.171298847628,4175.353192041406,4304.7039507313075,4175.353192041403,10846.644047486772,4477.486565658344,4304.703950731306,4477.486565658343,11607.376605858773,6700.225827009632,6505.838521054015,6352.675675129724,0.9047,0.81906,0.95537,1.22558
10368.344708639068,4133.874110682694,4321.211261711873,4133.874110682693,10602.912682527707,4384.774558342021,4321.211261711872,4384.774558342022,11476.858784100668,6580.718570948655,6536.705906908166,6288.304744231455,0.8989,0.84544,0.90809,1.24647
10330.338045742034,4145.777461132742,4313.569018195497,4145.777461132742,10587.211005258345,4394.855580683269,4313.569018195493,4394.855580683268,11521.068706087091,6607.239842990519,6511.495880059807,6305.704126974857,0.8992,0.85285,0.90466,1.24249
10255.506540989003,4171.466508227479,4305.274163696774,4171.46650822748,10780.361735624507,4457.870709529077,4305.274163696774,4457.870709529077,11564.79959276137,6662.490322484453,6471.857602323797,6309.074331061866,0.9022,0.83144,0.9461,1.22246
10288.069495884998,4179.604422618114,4311.990639977918,4179.604422618113,10694.320099842853,4426.347992228599,4311.990639977917,4426.3479922286,11536.314697115347,6646.187508698047,6511.135011399844,6360.237653272648,0.905,0.88187,0.90978,1.20835
