BV/TV,ROI Number,S11,S12,S13,S21,S22,S23,S31,S32,S33,S44,S55,S66,Scan,Variation Coefficient,m1,m2,m3
0.1694,2.0,175.03232097303803,67.4129383704285,68.67420350324501,67.41293837042848,266.56374184492057,87.97466121084868,68.67420350324501,87.97466121084867,698.4773348170122,287.2368441821029,198.86099021611554,163.7527156223554,C0001439_SEG_UNCOMP,0.17321552994959494,0.74358,0.9056799999999999,1.35074
0.2656,3.0,362.9481409194837,147.7229611277265,152.9818881706808,147.7229611277265,659.0604644439901,214.20289533281488,152.98188817068078,214.20289533281482,1390.872805731907,657.7479103580907,423.5682348448633,361.40263160498665,C0001439_SEG_UNCOMP,0.15282927570575833,0.71223,0.9535399999999999,1.3342200000000002
0.278,4.0,417.8964385592392,198.0429550363068,159.4750880786997,198.04295503630684,874.7112308169806,268.7793665196396,159.47508807869974,268.77936651963967,1797.6530689168233,762.1296487842875,437.48075459052427,422.0306466345449,C0001439_SEG_UNCOMP,0.15112118281080883,0.64855,0.94847,1.40298
0.3445,5.0,710.356800523028,336.45283214243113,300.14869733999393,336.4528321424311,1172.3600658126718,402.538089988891,300.14869733999393,402.538089988891,2512.6979103334784,1056.063588383954,796.8525253671235,651.7916280867194,C0001439_SEG_UNCOMP,0.07164552705017473,0.69803,0.8494200000000001,1.45255
0.2322,6.0,249.91861532602167,123.45111514678594,120.80408951053474,123.45111514678594,699.3956738892264,208.79046714269487,120.80408951053472,208.79046714269487,1399.3013198275814,596.4783281408207,307.4395646966118,274.1517754328678,C0001439_SEG_UNCOMP,0.057821762842840116,0.64585,0.96772,1.38644
0.2657,1.0,614.9176432357162,241.90815371336168,268.99476171229907,241.90815371336163,796.5060205162314,280.8553578301544,268.99476171229907,280.85535783015445,1742.6633744566884,735.7472139090218,694.7228401008972,423.28098090470746,C0001511_SEG_UNCOMP,0.13256901755687572,0.78476,0.8166399999999999,1.39859
0.2983,2.0,671.0683673574961,307.23122712998526,289.98217620979875,307.2312271299853,1171.3105824419938,428.15526196260157,289.9821762097987,428.1552619626016,2143.340292935213,1114.9861053857742,703.9300623293633,501.9874527135659,C0001511_SEG_UNCOMP,0.0844723955523423,0.6818,0.8977700000000001,1.4204299999999999
0.2737,3.0,493.0822237760131,248.38997645513598,248.64077505096472,248.38997645513598,979.8503728303234,349.89203417274877,248.6407750509647,349.89203417274877,1763.6608503192294,928.097427942453,599.4723239231906,472.76652459311373,C0001511_SEG_UNCOMP,0.09173365198801035,0.69075,0.96414,1.34511
0.2175,4.0,453.83331779991437,165.7137057350642,157.34860840449795,165.7137057350642,564.9955123820571,187.9847190749021,157.34860840449795,187.9847190749021,1304.2533422954493,501.8828908211305,398.7870720961891,289.4542580801399,C0001511_SEG_UNCOMP,0.11582679497855966,0.7633300000000001,0.86415,1.37253
0.3922,5.0,1252.704308254509,522.6952006967408,500.29232221815306,522.6952006967407,1798.8409729799969,610.1231359963864,500.2923222181531,610.1231359963865,3074.7465136955616,1526.269486835834,1189.0830086973876,971.7910945638849,C0001511_SEG_UNCOMP,0.1254965769315982,0.74216,0.8836700000000001,1.3741700000000001
0.2351,6.0,578.7431641959804,215.4907336291996,218.7421378854581,215.49073362919964,636.5025523823889,252.59242944061126,218.74213788545808,252.5924294406112,1442.2698387531955,660.3523731337747,545.4851451393018,369.57824743128236,C0001511_SEG_UNCOMP,0.16193161190308208,0.80501,0.84709,1.34791
0.2218,1.0,212.5395763455791,84.11769431835063,88.37231675292043,84.11769431835062,435.0127207194611,148.02618042317914,88.37231675292044,148.02618042317914,877.6259576939386,444.3888451035114,256.99946643565045,199.3348690682544,C0001523_SEG_UNCOMP,0.11780425633985141,0.7098899999999999,0.9828600000000001,1.30725
0.3247,2.0,743.7099331207211,247.6296244940548,256.61928071978343,247.62962449405484,870.7949356842826,312.2713765120887,256.6192807197835,312.2713765120887,1862.2633072784508,844.2363852656657,700.4664213219817,539.7185368788289,C0001523_SEG_UNCOMP,0.06801148172105782,0.8035,0.8651,1.3314
0.2586,3.0,352.6321041618344,144.62925222531052,143.7763332413053,144.6292522253105,557.8812150049179,180.5680906739147,143.7763332413053,180.56809067391467,1160.5223787377777,523.9330488755929,389.9521354349858,343.7035390258569,C0001523_SEG_UNCOMP,0.08415830500587625,0.77041,0.95026,1.27934
0.2269,4.0,178.63992163217753,62.54987390503488,73.05300862876938,62.549873905034886,376.6787417838488,98.38099442653728,73.05300862876938,98.38099442653727,921.6733063592354,334.74116580591254,217.60960086825241,171.8538244738291,C0001523_SEG_UNCOMP,0.14100649746266736,0.72225,0.93622,1.34152
0.1679,5.0,85.69416783022514,29.267499613013396,31.395521618936673,29.2674996130134,200.0532184053814,52.039422154475375,31.395521618936666,52.03942215447536,484.1267332729423,195.02741545883003,112.22359134465465,90.57236031619267,C0001523_SEG_UNCOMP,0.18350722461637076,0.74037,0.9365,1.32313
0.2849,6.0,377.20434959977416,120.30732091025831,132.61013883878746,120.30732091025831,506.6594961791058,157.75353795927097,132.61013883878746,157.753537959271,1298.2863458353688,537.286300015882,413.74373204228715,323.71702173306664,C0001523_SEG_UNCOMP,0.09991124460612773,0.77298,0.9185200000000001,1.3085
0.1918,1.0,220.15716973276096,77.35368225113754,86.06492604443922,77.35368225113754,336.9373240192675,101.87168684955857,86.06492604443922,101.87168684955857,968.9255829372933,310.71591166089064,263.75252006901775,185.750758261227,C0001534_SEG_UNCOMP,0.18552121924867387,0.7348100000000001,0.85234,1.41285
0.14,2.0,106.71251818003404,33.7833862218445,40.5213263070212,33.783386221844495,255.57500652782898,78.12572375457955,40.5213263070212,78.12572375457954,527.2980189066313,253.35234692458718,137.63597683807075,90.04918236014255,C0001534_SEG_UNCOMP,0.4018529965692317,0.68545,0.96242,1.35212
0.1739,3.0,133.41235760322314,40.01628959965702,54.01341340827971,40.01628959965702,234.46771478761687,83.01048616943076,54.01341340827971,83.01048616943076,820.663928788467,276.849001424273,171.79398673956473,125.50448744186261,C0001534_SEG_UNCOMP,0.26583838321620445,0.73895,0.98439,1.2766600000000001
0.3438,4.0,710.5824146726868,302.881470543557,300.0461197984673,302.88147054355704,1378.3651787734455,441.9848924292001,300.0461197984673,441.9848924292001,2435.5512145022194,1217.1991498519515,765.0636883208646,648.5640276534682,C0001534_SEG_UNCOMP,0.1918183289433155,0.68148,0.92456,1.39395
0.1578,5.0,111.5311381290362,53.297603958240245,42.44390967951607,53.297603958240245,219.59583854195463,73.28781557904702,42.443909679516075,73.28781557904702,631.9690450878547,255.04522762107123,137.13203925206975,142.1087351058451,C0001534_SEG_UNCOMP,0.18271100580253852,0.71201,0.95065,1.33733
0.2915,6.0,444.6273873003574,220.70450110023054,202.7026366933878,220.70450110023054,962.3391830871038,324.9009782211851,202.70263669338777,324.900978221185,1948.4838498625757,938.782115379114,570.2497713071402,488.28558443887437,C0001534_SEG_UNCOMP,0.2498262504857449,0.6688,0.92976,1.40144
0.1776,1.0,117.83451160142603,52.37500541396904,52.641640848427826,52.37500541396904,395.2188731189204,129.52890902837166,52.64164084842781,129.52890902837163,789.8053803750745,403.9531976269298,159.99734428734874,130.03357030312762,C0001546_SEG_UNCOMP,0.26295102884453747,0.6554800000000001,0.9713200000000001,1.37321
0.1861,2.0,162.16966944301723,81.21742093326465,64.60524265792394,81.21742093326463,442.34427590565906,134.2617743953591,64.60524265792392,134.26177439535908,930.8463919941704,400.50212783680706,196.4141632311424,199.24915192351676,C0001546_SEG_UNCOMP,0.282564260360012,0.68279,0.9939899999999999,1.32323
0.0921,3.0,77.01945305143579,16.598002419231513,23.319852143357107,16.598002419231513,106.6303576467228,28.68969045016967,23.319852143357103,28.689690450169664,253.37402711583877,97.6848566851132,72.50316732005822,49.71112964794516,C0001546_SEG_UNCOMP,0.40351570022307365,0.76012,0.90996,1.32992
0.0765,4.0,40.169350626343636,19.2949763864244,20.167767690759252,19.294976386424402,110.68389283371228,42.85199956270118,20.167767690759252,42.85199956270117,268.0182723743193,122.14138555714457,53.717732397620345,50.18187227082759,C0001546_SEG_UNCOMP,0.6237009048377532,0.6874100000000001,0.98675,1.32584
0.0616,5.0,31.59405304479855,9.918387561212459,7.581971172507588,9.91838756121246,36.792653297796804,5.9284353444271085,7.581971172507588,5.928435344427108,119.36937975942438,28.266197002896146,24.03772438588845,26.966377534883467,C0001546_SEG_UNCOMP,0.3585995123054245,0.76137,0.9394,1.2992299999999999
0.0469,6.0,17.086430052934862,9.152396482972415,8.335301314754595,9.152396482972415,57.715204487093445,21.432523228469417,8.335301314754595,21.432523228469414,144.35619744278225,63.461740997186794,27.07149393340996,25.157199583920736,C0001546_SEG_UNCOMP,0.7497576508806956,0.71959,0.95714,1.32326
0.1127,1.0,78.78450130120243,30.240573362178008,24.84829613553351,30.240573362178004,141.26344187078206,46.10558331051948,24.848296135533506,46.105583310519485,382.7536087021236,153.62198821627683,91.66804787859124,80.34529254310144,C0001552_SEG_UNCOMP,0.35353393122092003,0.70505,0.9383799999999999,1.35657
0.2584,2.0,514.108608632235,211.48358734865346,214.39391555671605,211.48358734865346,776.4650225259511,279.2487394860391,214.39391555671605,279.24873948603914,1819.9890423087604,743.6322328865866,616.5348899787364,435.20184303430125,C0001552_SEG_UNCOMP,0.26252424088938675,0.7177100000000001,0.8369,1.44539
0.0783,3.0,27.435371182108245,10.570255582395204,8.66462992352713,10.570255582395204,59.24554443862531,15.93096408266126,8.66462992352713,15.930964082661259,173.52482749240113,58.10116447571351,30.75079769373202,32.61503200611033,C0001552_SEG_UNCOMP,0.4634889884601389,0.73698,0.9357700000000001,1.32725
0.2214,4.0,314.295738469368,117.82232356115422,130.39678826145823,117.82232356115418,390.4432926343179,150.01862884394262,130.39678826145825,150.01862884394265,1380.5642853357106,445.9507872045902,423.6432216975483,257.74655820802536,C0001552_SEG_UNCOMP,0.24155414078055804,0.75957,0.7965,1.44393
0.0936,5.0,39.444766945325064,14.296400058964682,15.551502789830568,14.296400058964679,65.71391440897666,24.35886850845959,15.551502789830568,24.358868508459587,224.82243414376705,72.57848669485831,48.21116525365915,39.875402712514614,C0001552_SEG_UNCOMP,0.26491316010997684,0.74932,0.90728,1.3434
0.2202,6.0,339.7910708225226,139.08122837293476,143.472147922991,139.08122837293473,546.7708645306302,190.26342657773267,143.472147922991,190.2634265777327,1348.5805034393009,547.9188403694886,406.17582630652083,331.07279628759676,C0001552_SEG_UNCOMP,0.29603843706148764,0.72837,0.8783200000000001,1.3933200000000001
0.1756,1.0,161.23087479824068,62.252114503831606,56.291274125846115,62.2521145038316,259.9227846021382,84.82385151488732,56.291274125846115,84.82385151488732,734.9084984552126,286.5728087603262,167.39580681152182,146.10409648326757,C0001560_SEG_UNCOMP,0.10632094641073866,0.67629,0.96296,1.36074
0.1627,2.0,121.38784085494665,48.080093160429946,50.82927402277514,48.08009316042995,249.48569441187095,90.80361740613645,50.829274022775145,90.80361740613645,667.65394768165,303.15217833794964,146.9114443255981,117.90936344933753,C0001560_SEG_UNCOMP,0.19309826422487483,0.67992,0.9208700000000001,1.39921
0.1428,3.0,98.11173134903191,58.15025386341924,50.44942871301658,58.15025386341925,255.37937892033935,82.28981699049906,50.44942871301659,82.28981699049906,669.6668899580336,266.15723107326517,135.5960822093468,118.91920160150929,C0001560_SEG_UNCOMP,0.2640415758082632,0.66994,0.9481700000000001,1.38189
0.2151,4.0,222.36759267244818,93.74137637976057,90.62893401953754,93.74137637976055,459.8147820095814,149.15438567983003,90.62893401953755,149.15438567983006,1027.1054449113612,442.6868556439494,258.75563666327196,207.83456804615471,C0001560_SEG_UNCOMP,0.15171403893822777,0.7257600000000001,0.9306,1.34364
0.3109,5.0,457.07642407120585,214.5951665537885,171.30725288264227,214.5951665537885,1419.958919163012,377.29087784507976,171.30725288264227,377.2908778450799,1875.5868232181367,1050.6554461147384,504.39077890757596,488.5468204556918,C0001560_SEG_UNCOMP,0.24186103749991703,0.64671,1.02685,1.32644
0.2694,6.0,348.77561985660265,147.35948711855207,131.6013050470631,147.35948711855204,1032.6215510834527,264.0570139759538,131.60130504706308,264.0570139759538,1541.3522142214977,775.6372609406484,413.8660647700714,363.94040391500334,C0001560_SEG_UNCOMP,0.17936147985745302,0.66174,0.9735,1.36477
0.1717,1.0,97.14820519594365,31.49049864895024,37.88686069195232,31.490498648950236,200.1980832639757,67.71150007919216,37.88686069195233,67.71150007919216,556.3643306024575,236.85569092359614,124.3199680687082,92.28265714516343,C0001566_SEG_UNCOMP,0.1332988144086913,0.69415,0.9352600000000001,1.37059
0.1549,2.0,127.84604320757785,49.417820518197146,53.250257511609725,49.41782051819713,275.85362810834994,75.08179569333736,53.25025751160972,75.08179569333736,721.6391503002192,241.11709225794903,169.81503538582032,121.87289375358549,C0001566_SEG_UNCOMP,0.20532669193989914,0.71897,0.85875,1.42228
0.0659,3.0,34.49308825625163,7.767503132184611,11.716699325288143,7.767503132184611,30.997667658345293,9.249480735385196,11.716699325288145,9.249480735385198,141.3991067009058,32.71628461479891,38.425985647661754,23.981070739731102,C0001566_SEG_UNCOMP,0.239971752971608,0.7936,0.856,1.3504
0.2544,4.0,337.9365248454648,148.63676369719224,149.89750248512811,148.63676369719226,907.7160276424921,284.90290209646395,149.89750248512811,284.90290209646395,1829.8062020139516,921.3577147842996,446.73171633242015,322.6223712085952,C0001566_SEG_UNCOMP,0.12394887943354412,0.6005199999999999,0.9268299999999999,1.47265
0.2036,5.0,142.14522914282244,67.3293417524311,76.28487135127644,67.3293417524311,443.19123748335085,147.70488476528715,76.28487135127644,147.70488476528715,895.1990188278918,467.23047641595406,211.16796277440815,169.42125416605762,C0001566_SEG_UNCOMP,0.1308513236303952,0.64184,1.03071,1.32745
0.0868,6.0,38.19494272457461,12.636136940929203,14.558030710170476,12.636136940929207,101.86666397446305,26.125650437057438,14.558030710170476,26.125650437057434,236.51061147735942,99.29108009130549,52.86448362796878,36.27817343258032,C0001566_SEG_UNCOMP,0.6237074182950587,0.67048,0.94991,1.37961
0.2077,1.0,255.72401868903555,108.6453253574321,108.46183128853384,108.64532535743213,473.4253613501226,158.14884898634728,108.46183128853384,158.14884898634728,1237.4766676827528,500.71753452405284,327.40924856356514,253.34483221061492,C0001572_SEG_UNCOMP,0.2073134785367757,0.68902,0.9235,1.38747
0.1192,2.0,69.26884507622086,25.297822016979037,26.842054122651174,25.29782201697903,99.6610646364537,38.72794348360975,26.84205412265117,38.72794348360975,409.49908894668886,128.317274683221,94.02087736864429,67.50447088003342,C0001572_SEG_UNCOMP,0.13852926148038386,0.74563,0.8488700000000001,1.4055
0.1769,3.0,166.79680858458218,67.06129920664506,70.1328846291835,67.06129920664507,304.4203339593927,100.17158331928793,70.1328846291835,100.17158331928795,906.5918967860036,331.0735553128387,219.56494745917155,166.72966461439734,C0001572_SEG_UNCOMP,0.2030352002301119,0.69224,0.92881,1.37895
0.1538,4.0,138.06230129217167,62.52319229637206,50.31602650347414,62.523192296372045,231.28198815552363,75.1585596453123,50.31602650347414,75.15855964531228,714.8769468700002,251.13558431062074,166.54281101492467,151.43855834955798,C0001572_SEG_UNCOMP,0.25379689815581913,0.70641,0.9163100000000001,1.3772799999999998
0.1755,5.0,162.87394839176477,72.50010924009368,70.36027166113941,72.50010924009369,354.46636260413726,124.25266952254377,70.36027166113941,124.25266952254375,904.9752114082171,369.6310262122845,183.3157935237833,167.39073990744174,C0001572_SEG_UNCOMP,0.2355658908983472,0.65461,0.9819100000000001,1.36348
0.2288,6.0,395.8044328678106,123.65447312886656,149.87154761230315,123.65447312886656,404.7453768044818,161.5378616301525,149.87154761230315,161.5378616301525,1535.2521832569034,527.7350610284003,447.42646171868677,283.64166925499285,C0001572_SEG_UNCOMP,0.3284119641521247,0.69101,0.8537,1.45529
0.2818,1.0,730.9687548483339,258.8528848116708,270.87925477794954,258.8528848116708,1010.2721393259824,301.16806100414004,270.8792547779495,301.16806100414004,2035.760927859502,796.1398162289838,679.3305653765939,550.6845418259101,C0001585_SEG_UNCOMP,0.16203470670554135,0.7711100000000001,0.87003,1.35886
0.1937,2.0,318.6046310372768,146.8398862968615,123.18374950525384,146.8398862968615,554.4409593273944,207.87583558665915,123.18374950525387,207.8758355866592,1225.8717596194458,618.4701137359245,297.7343405696297,256.35280380819285,C0001585_SEG_UNCOMP,0.14901693994890175,0.65051,0.9315399999999999,1.41795
0.2421,3.0,350.4326934534603,191.13250990275,167.87726347995795,191.13250990275003,874.2255472197007,320.7476785838798,167.87726347995795,320.74767858387975,1544.4767394514438,888.2424204719008,415.3785794852874,368.6915413968383,C0001585_SEG_UNCOMP,0.11660529446201288,0.65755,0.9941200000000001,1.34833
0.1293,4.0,184.51191546262456,60.67781954413184,66.65819236596151,60.67781954413182,251.20420290401069,99.7924175179738,66.6581923659615,99.79241751797382,749.031514673027,300.5900081713967,167.6694210014685,105.94700394229582,C0001585_SEG_UNCOMP,0.17966852178418585,0.6883100000000001,0.88279,1.4289
0.2672,5.0,714.6562877530749,295.9981363720065,259.9785902641482,295.99813637200646,863.5518824199225,298.41370472128773,259.97859026414824,298.4137047212878,1928.5126201171386,751.6971127115116,669.5827108398985,589.8112950000942,C0001585_SEG_UNCOMP,0.23303998856101593,0.76212,0.8354,1.40248
0.2062,6.0,279.0561303466952,144.06636127562484,132.97297080042802,144.06636127562487,707.1987043524956,254.7661427940749,132.97297080042804,254.7661427940749,1366.8761364479979,735.955127438793,323.30052459445255,273.8308450424903,C0001585_SEG_UNCOMP,0.15535231801325922,0.64083,0.96729,1.39188
0.2005,1.0,378.31192485038787,160.32488884577037,148.88692247117888,160.32488884577032,658.0415880505701,222.0316023673472,148.88692247117888,222.03160236734723,1246.8585985812772,602.9044162888085,341.23252231537225,299.2982510217714,C0001592_SEG_UNCOMP,0.16990285934286392,0.70568,0.94489,1.34943
0.2264,2.0,396.96124675293686,195.1991753287076,167.67936549772065,195.19917532870764,874.3899010213415,301.19791003418675,167.67936549772065,301.1979100341867,1458.2421361964593,782.8926851080209,366.1418225542835,355.0411684399029,C0001592_SEG_UNCOMP,0.16947400713968336,0.66684,0.9828,1.35037
0.2056,3.0,409.9367779074286,171.00739839264708,146.78395263299265,171.00739839264705,594.008134293693,226.23162257227762,146.78395263299265,226.23162257227762,1393.1425772064745,600.6713799159596,374.0120628319452,332.05861799532676,C0001592_SEG_UNCOMP,0.23595353640796793,0.70175,0.9013399999999999,1.39691
